"id","literatureid","nodesid","edgesid","pertainsto","pages","namesid"
"36231","4162","\N","\N","names","340","30575"
"36234","4162","14265","\N","","44-47","\N"
"36237","4162","\N","\N","names","465","30579"
"36274","4156","20223","\N","","101","\N"
"35553","4014","20041","\N","","316–318, 320-324, 643, 646-648.","\N"
"36284","4014","20232","\N","","660, 664-665. ","\N"
"36287","852","13798","\N","tolls","593-594","\N"
"36290","4014","20234","\N","","331","\N"
"36292","4014","20236","\N","","331","\N"
"36296","4014","20240","\N","","329, 643, 646, 661","\N"
"36298","4095","20242","\N","","412","\N"
"36300","4166","20044","\N","","247","\N"
"36302","4095","20245","\N","","413","\N"
"36308","3985","19890","\N","","291–292","\N"
"36313","3952","19809","\N","fairs","201–206","\N"
"36323","852","20253","\N","tolls","592","\N"
"36330","852","\N","\N","names","788","30604"
"36345","852","17518","\N","tolls","614","\N"
"36350","852","5201","\N","tolls","618-619, 795","\N"
"36354","852","20261","\N","tolls","621","\N"
"36356","4095","20263","\N","","265","\N"
"36359","4016","20265","\N","","44","\N"
"36365","3964","20269","\N","","86","\N"
"36376","4168","20275","\N","","155, 191","\N"
"36395","3956","\N","\N","names","5, nr. 89 and 95 (8.2.1616)","30622"
"36398","3974","\N","\N","names","nr. 648","30627"
"36403","3974","\N","\N","names","nr. 264","30631"
"36406","3956","\N","\N","names","2, nr. 213 (12.6.1550)","30634"
"35201","3956","18132","\N","","2, nr. 78-80 (29.9.1531), 5, nr. 104 (17.5.1616), nr. 122 (19.4.1617), nr. 153 (18.7.1619), 6, nr. 85 (23.9.1623), 130 (12.5.1625)","\N"
"36413","942","\N","\N","names","Den Dungen (Sint-Michielsgestel, NB)","30642"
"36419","3956","\N","\N","names","nr. 90 (8.2.1616)","30647"
"34071","3956","19786","\N","fairs","2, nr. 228:6 (12.6.1553), 3, nr. 305–306 (13. &#38; 14.10.1584), 4, nr 38:6 (30.6.1594), nr. 144 (13.1.1602), nr. 231 (3.7.1607), 5, nr. 59 (20.5.1614), nr. 90 (8.2.1616), 6, nr. 66 (November 1622), nr. 138 (7.2.1626), nr. 182 (10.4.1627)","\N"
"36421","3956","\N","\N","names","2, nr. 228:6 (12.6.1553)","30649"
"36725","4141","\N","449","edge","138–141","\N"
"36746","4009","\N","461","edge","84","\N"
"36772","3964","\N","467","edge","86, 127","\N"
"36789","3964","\N","471","edge","88–89, 126","\N"
"33590","3958","\N","\N","names","50","29450"
"33694","3958","\N","\N","names","159","29527"
"34473","3321","18290","\N","bridge","158","\N"
"34570","4046","\N","\N","names","166","29980"
"34643","4041","\N","\N","names","301","30036"
"34747","4041","\N","\N","names","271","30064"
"34776","4041","\N","\N","names","218","12502"
"34810","4041","\N","\N","names","323","30102"
"34977","4041","\N","\N","names","236","30204"
"35008","4041","\N","\N","names","361","30222"
"2206","162","1799","\N","\N","124-125","\N"
"35128","4041","\N","\N","names","33","30298"
"35141","4041","\N","\N","names","312","30306"
"34924","4054","18121","\N","fairs","178","\N"
"35678","4092","20075","\N","","172","\N"
"35974","3964","\N","\N","names","126","30475"
"35993","3315","20165","\N","","table 56 (544 –547)","\N"
"36010","4140","\N","\N","names","201","30483"
"36028","4140","\N","\N","names","91","30494"
"36056","4140","\N","\N","names","91","30520"
"36093","4041","\N","\N","names","286","30542"
"36120","3964","\N","\N","names","127","30551"
"36145","4153","20187","\N","","471, 473","\N"
"36162","942","8872","\N","","Haelen (Leudal, Lb)","\N"
"36210","3871","19878","\N","","ID 165010040 (Hakoistenlinna), 1000006748 (Hämeen linna)","\N"
"36227","4162","\N","\N","names","256","30572"
"36232","4162","\N","\N","names","340","30576"
"36235","4162","\N","\N","names","465","30577"
"36238","4162","\N","\N","names","465","30580"
"13930","920","255","\N","\N","473-474","\N"
"13932","920","457","\N","\N","477","\N"
"13934","920","455","\N","\N","478","\N"
"13936","920","494","\N","\N","478","\N"
"13938","920","500","\N","\N","480","\N"
"13940","920","579","\N","\N","484","\N"
"13942","920","7281","\N","\N","497","\N"
"13944","920","580","\N","\N","500","\N"
"36275","4156","20224","\N","","87, 96","\N"
"36288","852","4677","\N","tolls","595-596","\N"
"36303","4095","20246","\N","","412","\N"
"36309","3988","19890","\N","","130–131","\N"
"36314","3867","19809","\N","","440–443","\N"
"13962","920","597","\N","\N","503","\N"
"15252","1510","705","\N","tolls","273-274","\N"
"13966","920","612","\N","\N","504","\N"
"13968","920","720","\N","\N","506","\N"
"36331","852","\N","\N","names","789","30605"
"36346","738","17518","\N","bridge","6-7, 37-38, 127-129","\N"
"36351","852","\N","\N","names","795","30613"
"36357","4095","20264","\N","","265","\N"
"36360","4014","20266","\N","","320, 646-648, 663","\N"
"36366","4012","20270","\N","","249, 251","\N"
"36377","4015","20275","\N","","280","\N"
"36399","3974","\N","\N","names","nr. 689","30628"
"36404","3871","19998","\N","","ID 886010004 (Liikistö)","\N"
"36408","3974","\N","\N","names","nr. 2901","30636"
"35316","4069","18123","\N","","vol, I, 42","\N"
"13998","920","368","\N","\N","508","\N"
"14000","920","937","\N","\N","509","\N"
"14002","920","1051","\N","\N","513","\N"
"14004","920","1159","\N","\N","515","\N"
"14006","920","1251","\N","\N","517-518","\N"
"14008","920","1260","\N","\N","519-520","\N"
"14010","920","1588","\N","\N","524-525","\N"
"14012","920","1306","\N","\N","521-522","\N"
"36414","942","\N","\N","names","Den Dungen (Sint-Michielsgestel, NB)","30643"
"36422","3813","19785","\N","","44","\N"
"14020","920","1665","\N","\N","526","\N"
"14022","920","1923","\N","\N","528","\N"
"36424","3974","18119","\N","","nr. 1732","\N"
"14026","920","1977","\N","\N","531","\N"
"36427","3956","\N","\N","names","5, nr. 91 (8.2.1616)","30654"
"14032","920","2004","\N","\N","538","\N"
"35824","3956","8009","\N","fairs","2, nr. 138 (7.8.1542), 4, 43 (9.7.1594), 129 (12.4.1600), 215 (11.9.1606), 5, nr. 91 (8.2.1616), nr. 85 (7.2.1616), nr. 87 (7.2.1616), 6, nr. 4 (24.2.1621), nr. 178 (16.2.1627)","\N"
"35823","3956","8009","\N","","2, nr. 138 (7.8.1542), 4, 43 (9.7.1594), 129 (12.4.1600), 215 (11.9.1606), 5, nr. 91 (8.2.1616), nr. 85 (7.2.1616), nr. 87 (7.2.1616), 6, nr. 4 (24.2.1621), nr. 178 (16.2.1627)","\N"
"14038","920","2015","\N","\N","540","\N"
"36428","4065","20308","\N","","157, 159","\N"
"36431","4169","19970","\N","","185-186","\N"
"14044","920","2034","\N","\N","541-542","\N"
"36433","4065","20310","\N","","156","\N"
"14048","920","2052","\N","\N","542-543","\N"
"36437","4171","19967","\N","","162","\N"
"36438","4172","19927","\N","","168","\N"
"36439","4172","20311","\N","","167-168","\N"
"36440","4172","20312","\N","","167","\N"
"36452","4174","19964","\N","","188","\N"
"36453","3964","\N","\N","names","85","30660"
"36456","4174","20318","\N","","191","\N"
"36458","4176","19962","\N","","164","\N"
"36464","4178","18119","\N","","261","\N"
"36465","4178","20320","\N","","261","\N"
"36467","4176","19960","\N","","164","\N"
"36470","4","14660","\N","ferry","494","\N"
"36475","4179","20321","\N","","150","\N"
"36476","4179","20322","\N","","150, 263, 264","\N"
"36478","4028","19864","\N","","276, 279-280","\N"
"36479","4180","18213","\N","","365","\N"
"36484","4183","19866","\N","","29","\N"
"36486","4185","20323","\N","","233-234","\N"
"36488","3988","20323","\N","","73, 77","\N"
"36496","4188","19753","\N","","372","\N"
"14092","920","2057","\N","\N","544-545","\N"
"14094","920","2388","\N","\N","549-550","\N"
"36497","4040","20326","\N","","405","\N"
"36499","4189","18122","\N","","63","\N"
"36500","4190","19977","\N","","252, 287, 288, 289","\N"
"36501","4191","20327","\N","","226","\N"
"36502","4191","20328","\N","","227","\N"
"14096","920","2671","\N","\N","551-552","\N"
"33591","3958","\N","\N","names","50","29451"
"14100","920","2873","\N","\N","553","\N"
"33695","3958","\N","\N","names","159","29528"
"14104","920","3455","\N","\N","555-556","\N"
"34474","4046","\N","\N","names","3","29915"
"34571","4046","\N","\N","names","166","29981"
"14110","920","4044","\N","\N","564-565","\N"
"34644","4041","11482","\N","","301-303","\N"
"14114","920","4168","\N","\N","566-567","\N"
"14116","920","4178","\N","\N","569","\N"
"34748","4041","\N","\N","names","271","30065"
"34777","4041","\N","\N","names","219","30083"
"14122","920","4303","\N","\N","576-577","\N"
"14124","920","4433","\N","\N","581","\N"
"14126","920","4495","\N","\N","582","\N"
"14128","920","4625","\N","\N","583-584","\N"
"14130","920","4598","\N","\N","586-587","\N"
"14132","920","4686","\N","\N","589","\N"
"34811","4041","\N","\N","names","323","30103"
"34978","4041","\N","\N","names","236","30205"
"14138","920","4903","\N","\N","591-592","\N"
"35009","4041","\N","\N","names","361","30223"
"14142","920","4975","\N","\N","595","\N"
"14144","920","5008","\N","\N","596","\N"
"14148","920","2891","\N","\N","522","\N"
"35058","4041","\N","\N","names","95","3249"
"14152","920","2054","\N","\N","543-544","\N"
"35129","4041","180","\N","","32-33","\N"
"35142","4041","\N","\N","names","312","30307"
"35215","3871","18122","\N","","ID 529500001 (Naantalin vanha asemakaava-alue)","\N"
"35975","3321","20156","\N","","155","\N"
"35994","4138","20165","\N","","42","\N"
"36029","4140","\N","\N","names","91","30495"
"36057","4140","\N","\N","names","91","30521"
"36094","4041","\N","\N","names","286","30543"
