"id","parentid","name","latitude","longitude","links","zoomlevel","Is_Settlement","Settlement_From","Settlement_To","Settlement_Description","Is_Town","Town_From","Town_To","Town_Description","Is_Fair","Fair_From","Fair_To","Gregorian_Calendar","Fair_Description","Is_Toll","Toll_From","Toll_To","Toll_Primary_Owner","Toll_Description","Is_Bridge","Bridge_From","Bridge_To","Bridge_Description","Is_Staple","Staple_From","Staple_To","Staple_Duration_Of_Stay","Staple_Description","Is_Ferry","Ferry_From","Ferry_To","Ferry_Description","Is_Harbour","Harbour_From","Harbour_To","Harbour_Description","Is_Lock","Lock_From","Lock_To","Lock_Description","ready"
"442",null,"Barßel","53.168601","7.745297","gn:2952398;wd:Q32391702","10","y","1330",null,"The place was first mentioned in 1330.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"443",null,"Bartativ ","49.804389","23.814221","gn:712797;wd:Q4078653","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"444",null,"Bartelsdorf","53.475972","10.543377","gn:2952387","11","y","1230",null,"The settlement was first mentioned in 1230.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"446",null,"Bartoszyce","54.251529","20.811104","gn:776337;wd:Q809585;gnd:4086420-0;viaf:141950517;loc:n84224408;tgn:1048909","9","y","1241",null,"A castle of the Teutonic Order was built in 1241.","y","1326",null,"First mentioned as a town in 1326, but it was officially founded by Grand Master Luther of Braunschweig in 1332 with Kulm town law.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"447",null,"Bardejov","49.292909","21.275702","gn:725168;wd:Q31910968;viaf:242960317","9",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"12258",null,null,"50.968312","18.709564",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"12260",null,"Heringen (Werra)","50.886903","10.005873","gn:2906088;wd:Q570334;gnd:4207360-1;viaf:235090227;viaf:234852835","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1494",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"438",null,"Bornity","54.188755","20.055596","gn:775522;wd:Q2911214","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"441",null,"Barsikow","52.849388","12.537275","gn:2952407;wd:Q71177098","11","y","1433",null,"The village is first mentioned in 1433.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"1165",null,"Bad Camberg ","50.298163","8.269594","gn:2940381;wd:Q558512;gnd:4009347-5;gn:6557788;viaf:172458785;loc:n94082457","10","y","1000",null,"First mentioned around 1000.","y","1281",null,"In 1281 town rights were granted. ",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"1175",null,"Castrop","51.548248","7.310311","gn:2940231;wd:Q151243;viaf:248695140;loc:n86009610","11","y","834",null,"Castrop was originally a farm, which in 1236 became the property of the counts and later dukes of Kleve. In 1484 the settlement around the courtyard received a freedom privilege for court and parish.","y","1470",null,"The settlement got town privileges in 1470. ",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"448",null,"Barth","54.368785","12.725255","gn:2952372;wd:Q161943;gnd:4080273-5;gn:6550705;viaf:123617252;loc:nr97018481","9","y","1159",null,"Developed from an old castle. The Land of Barth is first mentioned in 1159, in 1225 a Petrus burchravius de Bart.","y","1255",null,"Lord Jaromar II of R&uuml;gen granted the L&uuml;beck town law in 1255.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"449",null,"Bartochów","51.670917","18.635404","gn:3103803;wd:Q1914759","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"450",null,"Bartolfelde","51.596015","10.458866","gn:2952346;wd:Q809477;viaf:153240789;gnd:5103293-4","13","y","1222",null,"The village was first mentioned in 1222.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"451",null,"Bartshausen","51.845425","9.816623","gn:2952342;wd:Q809591","12","y","1400",null,"First mentioned in 1400.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"452",null,"Baruchowo","52.4899146","19.2401933","gn:3103785;wd:Q809635","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"453",null,"Barum","53.050648","10.516049","gn:2952340;wd:Q31905824","10","y","1252",null,"First mentioned in 1252. ",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"454",null,"Barum","52.1212","10.422098","gn:2952341;wd:Q809636","12","y","1140",null,"The village was first mentioned in 1140.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"455",null,"Baruth","52.049702","13.504317","gn:2952335;wd:Q311543;gnd:4550655-3;gn:7602464;viaf:245832367;gov:BARARKJO62SB","10","y","1234",null,"A castle and adjoining borough existed already in Slavic times.","y","1616",null,"Granted town law by the Elector Johann Georg I in 1616.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"13256",null,null,"51.159525","8.278166",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"456",null,"Barwice","53.743187","16.355334","gn:3103780;wd:Q809664","10","y","1286",null,"First mentioned in 1286, already as town (&#039;civitas&#039;).","y","1286",null,"The town (&#039;civitas&#039;) Barwitz is first mentioned in 1286. It developed along the old salt road to Kołobrzeg (Kolberg). A church was built around 1300. The town was in possession of Reimer Podewil and Hans Hechthausen in 1389. L&uuml;beck town law is attested in 1409. It belonged mainly to the house of M&uuml;nchow in 1479 and jointly to the Houses M&uuml;nchow, Glasenapp, Wolde and Zastrow in 1523.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"457",null,"Mieszkowice","52.784962","14.494922","gn:3091861;wd:Q988644;wd:Q988644;gnd:4571715-1;bnf:16159298g;viaf:306409553","10","y","1298",null,"Founded as town.","y","1298",null,"Founded by the Ascanian Albrecht III at a previously uninhabited location, first mentioned in 1298 as civitas. The town had the Strausberg town law.",null,null,null,null,null,"y","1513",null,null,"Elector Joachim I granted the town the right to levy a drawbar toll for foreign waggoners and carters to fund the maintenance of the dams and bridges in 1513.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"458",null,"Baschütz","51.176775","14.494997","gn:2952305;wd:Q10364352","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"459",null,"Basdahl","53.442933","8.997236","gn:2952304;wd:Q31905994;viaf:235042949","10","y","1297",null,"First named on October 11, 1297 as the place of the peace treaty between Archbishop Giselbert of Bremen and Duke Otto of Brunswick. In the 14th to 16th century, the land diets of the bishopric Bremen were held at the Hohlen Grund at the Steingraben (probably a dolmen) on the road between Basdahl and Kuhstedt.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"461",null,"Basse","53.992643","12.573974","gn:2952269","11","y","1364",null,"First mentioned in 1364.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"462",null,"Bassen","53.06366","9.085822","gn:2952266;wd:Q810483","11","y","1259",null,"The stream Bicina, which allegedly gave Bassen its name, is possibly first mentioned in a description of the borders of the diocese of Bremen from 787. The settlement itself is first mentioned in 1259.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"463",null,"Bassin","54.098025","12.955476","gn:2952256;wd:Q96776179","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"525",null,"Belz","50.383899","24.015265","gn:712471;wd:Q156565;viaf:138533853","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"611",null,"Biedkowo","54.323009","19.743097","gn:3103501;wd:Q2398717;wd:Q2398717","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"524",null,"Below","53.611766","11.987249","gn:2951167","12","y","1296",null,"First mentioned in 1296.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"1169",null,"Canzow","53.464553","13.55245","gn:2940330;wd:Q29863179","12","y","1315",null,"First mentioned in 1315.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"736",null,"Blumenow","53.100366","13.251253","gn:2947535;wd:Q886268;viaf:5307155105826076320002","11","y","1309",null,"First mentioned in 1309.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5523",null,"Oberhof","50.705828","10.724427","gn:2860282;wd:Q489215;gnd:4042931-3","10","y","1470",null,"First mention in 1470.",null,null,null,null,null,null,null,null,null,"y","1505",null,null,"Regulations of safe conduct date from 1540, and are based on an older document from 1505. Another toll tariff dates from 1568.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"19685",null,"Isserstedt","50.960871","11.522217","gn:2895621;wd:Q1674784","12","y","780",null,"First mentioned in 780-802. The knights of Isserstedt, who are first mentioned in 1174, owned a castle here. It was destroyed in 1452.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"1213",null,"Chrieschwitz","50.511001","12.163975","gn:2940112;wd:Q15054539;gnd:1031690433;viaf:296701813","12",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"1216",null,"Kliniska Wielkie","53.462201","14.772634","gn:11694572;wd:Q1914786","10",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"1223",null,"Ciążeń","52.210242","17.813145","gn:3101445;wd:Q2277856;wd:Q2277856","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
